"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Registra un usuario correctamente","165","registroExitoso","Reqres API Test Suite","Sat Aug 09 02:38:04 GMT 2025","passed","Sat Aug 09 02:38:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Falla el registro cuando falta el password","136","registroFallidoSinPassword","Reqres API Test Suite","Sat Aug 09 02:38:04 GMT 2025","passed","Sat Aug 09 02:38:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Crea un usuario nuevo con nombre y trabajo","515","crearUsuario","Reqres API Test Suite","Sat Aug 09 02:38:02 GMT 2025","passed","Sat Aug 09 02:38:02 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","358","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Sat Aug 09 02:38:05 GMT 2025","failed","Sat Aug 09 02:38:06 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Elimina un usuario existente","2313","borrarUsuario","Reqres API Test Suite","Sat Aug 09 02:37:59 GMT 2025","passed","Sat Aug 09 02:38:02 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Verifica que la API devuelve los datos correctos para un usuario existente","110","Obtiene un usuario existente por ID","Reqres API Test Suite","Sat Aug 09 02:38:03 GMT 2025","passed","Sat Aug 09 02:38:03 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Registra un usuario correctamente","243","registroExitoso","Reqres API Test Suite","Sat Aug 09 02:38:04 GMT 2025","passed","Sat Aug 09 02:38:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","230","loginExitoso","Reqres API Test Suite","Sat Aug 09 02:38:03 GMT 2025","passed","Sat Aug 09 02:38:03 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"La misma petición GET /users/2 debe devolver la misma respuesta","140","GET idempotente","Reqres API Test Suite","Sat Aug 09 02:38:06 GMT 2025","passed","Sat Aug 09 02:38:06 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Valida que la API responde 404 cuando el usuario no existe","208","Usuario no encontrado","Reqres API Test Suite","Sat Aug 09 02:38:05 GMT 2025","passed","Sat Aug 09 02:38:05 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Falla el login cuando falta el password","148","loginFallidoSinPassword","Reqres API Test Suite","Sat Aug 09 02:38:04 GMT 2025","passed","Sat Aug 09 02:38:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","805","Lista todos los usuarios de una pagina","Reqres API Test Suite","Sat Aug 09 02:38:02 GMT 2025","passed","Sat Aug 09 02:38:03 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Login exitoso con email y password válidos","227","loginExitoso","Reqres API Test Suite","Sat Aug 09 02:38:04 GMT 2025","passed","Sat Aug 09 02:38:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Falla esperada al intentar crear un usuario sin body","151","Falla al crear un usuario sin body","Reqres API Test Suite","Sat Aug 09 02:38:05 GMT 2025","failed","Sat Aug 09 02:38:05 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Actualiza los datos de un usuario existente","143","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Aug 09 02:38:02 GMT 2025","passed","Sat Aug 09 02:38:02 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","373","Valida el schema del usuario por ID","Reqres API Test Suite","Sat Aug 09 02:38:05 GMT 2025","passed","Sat Aug 09 02:38:05 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","168","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Aug 09 02:38:04 GMT 2025","failed","Sat Aug 09 02:38:05 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","101","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Sat Aug 09 02:38:05 GMT 2025","passed","Sat Aug 09 02:38:05 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
