"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Login exitoso con email y password válidos","144","loginExitoso","Reqres API Test Suite","Sun Oct 19 02:37:40 GMT 2025","passed","Sun Oct 19 02:37:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Registra un usuario correctamente","152","registroExitoso","Reqres API Test Suite","Sun Oct 19 02:37:41 GMT 2025","passed","Sun Oct 19 02:37:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","240","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Sun Oct 19 02:37:42 GMT 2025","failed","Sun Oct 19 02:37:42 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","74","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Sun Oct 19 02:37:42 GMT 2025","passed","Sun Oct 19 02:37:42 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Verifica que la API devuelve los datos correctos para un usuario existente","81","Obtiene un usuario existente por ID","Reqres API Test Suite","Sun Oct 19 02:37:40 GMT 2025","passed","Sun Oct 19 02:37:40 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla el login cuando falta el password","142","loginFallidoSinPassword","Reqres API Test Suite","Sun Oct 19 02:37:41 GMT 2025","passed","Sun Oct 19 02:37:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"La misma petición GET /users/2 debe devolver la misma respuesta","113","GET idempotente","Reqres API Test Suite","Sun Oct 19 02:37:42 GMT 2025","passed","Sun Oct 19 02:37:42 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Crea un usuario nuevo con nombre y trabajo","475","crearUsuario","Reqres API Test Suite","Sun Oct 19 02:37:39 GMT 2025","passed","Sun Oct 19 02:37:39 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","212","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sun Oct 19 02:37:41 GMT 2025","failed","Sun Oct 19 02:37:41 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla el registro cuando falta el password","130","registroFallidoSinPassword","Reqres API Test Suite","Sun Oct 19 02:37:41 GMT 2025","passed","Sun Oct 19 02:37:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Actualiza los datos de un usuario existente","211","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sun Oct 19 02:37:39 GMT 2025","passed","Sun Oct 19 02:37:39 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Login exitoso con email y password válidos","136","loginExitoso","Reqres API Test Suite","Sun Oct 19 02:37:40 GMT 2025","passed","Sun Oct 19 02:37:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Falla esperada al intentar crear un usuario sin body","127","Falla al crear un usuario sin body","Reqres API Test Suite","Sun Oct 19 02:37:41 GMT 2025","passed","Sun Oct 19 02:37:42 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Elimina un usuario existente","2340","borrarUsuario","Reqres API Test Suite","Sun Oct 19 02:37:36 GMT 2025","passed","Sun Oct 19 02:37:39 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","306","Valida el schema del usuario por ID","Reqres API Test Suite","Sun Oct 19 02:37:42 GMT 2025","passed","Sun Oct 19 02:37:42 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Valida que la API responde 404 cuando el usuario no existe","192","Usuario no encontrado","Reqres API Test Suite","Sun Oct 19 02:37:42 GMT 2025","passed","Sun Oct 19 02:37:42 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","721","Lista todos los usuarios de una pagina","Reqres API Test Suite","Sun Oct 19 02:37:39 GMT 2025","passed","Sun Oct 19 02:37:40 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Registra un usuario correctamente","158","registroExitoso","Reqres API Test Suite","Sun Oct 19 02:37:41 GMT 2025","passed","Sun Oct 19 02:37:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
