"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifica que la API devuelve los datos correctos para un usuario existente","332","Obtiene un usuario existente por ID","Reqres API Test Suite","Fri Sep 12 02:30:28 GMT 2025","passed","Fri Sep 12 02:30:29 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","806","Lista todos los usuarios de una pagina","Reqres API Test Suite","Fri Sep 12 02:30:28 GMT 2025","passed","Fri Sep 12 02:30:28 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Valida que la API responde 404 cuando el usuario no existe","297","Usuario no encontrado","Reqres API Test Suite","Fri Sep 12 02:30:31 GMT 2025","passed","Fri Sep 12 02:30:31 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Registra un usuario correctamente","207","registroExitoso","Reqres API Test Suite","Fri Sep 12 02:30:29 GMT 2025","passed","Fri Sep 12 02:30:30 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Crea un usuario nuevo con nombre y trabajo","617","crearUsuario","Reqres API Test Suite","Fri Sep 12 02:30:27 GMT 2025","passed","Fri Sep 12 02:30:27 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"La misma petición GET /users/2 debe devolver la misma respuesta","119","GET idempotente","Reqres API Test Suite","Fri Sep 12 02:30:32 GMT 2025","passed","Fri Sep 12 02:30:32 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","299","Falla al crear un usuario sin body","Reqres API Test Suite","Fri Sep 12 02:30:30 GMT 2025","passed","Fri Sep 12 02:30:31 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Login exitoso con email y password válidos","213","loginExitoso","Reqres API Test Suite","Fri Sep 12 02:30:29 GMT 2025","passed","Fri Sep 12 02:30:29 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","398","Valida el schema del usuario por ID","Reqres API Test Suite","Fri Sep 12 02:30:31 GMT 2025","passed","Fri Sep 12 02:30:31 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","328","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Fri Sep 12 02:30:31 GMT 2025","failed","Fri Sep 12 02:30:32 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","208","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Fri Sep 12 02:30:30 GMT 2025","failed","Fri Sep 12 02:30:30 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Registra un usuario correctamente","216","registroExitoso","Reqres API Test Suite","Fri Sep 12 02:30:30 GMT 2025","passed","Fri Sep 12 02:30:30 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","68","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Fri Sep 12 02:30:31 GMT 2025","passed","Fri Sep 12 02:30:31 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Falla el registro cuando falta el password","182","registroFallidoSinPassword","Reqres API Test Suite","Fri Sep 12 02:30:30 GMT 2025","passed","Fri Sep 12 02:30:30 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Actualiza los datos de un usuario existente","307","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Fri Sep 12 02:30:27 GMT 2025","passed","Fri Sep 12 02:30:28 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Login exitoso con email y password válidos","197","loginExitoso","Reqres API Test Suite","Fri Sep 12 02:30:29 GMT 2025","passed","Fri Sep 12 02:30:29 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Elimina un usuario existente","2268","borrarUsuario","Reqres API Test Suite","Fri Sep 12 02:30:24 GMT 2025","passed","Fri Sep 12 02:30:27 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Falla el login cuando falta el password","193","loginFallidoSinPassword","Reqres API Test Suite","Fri Sep 12 02:30:29 GMT 2025","passed","Fri Sep 12 02:30:29 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
