"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Elimina un usuario existente","2448","borrarUsuario","Reqres API Test Suite","Sat Sep 27 02:29:33 GMT 2025","passed","Sat Sep 27 02:29:36 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Falla el login cuando falta el password","257","loginFallidoSinPassword","Reqres API Test Suite","Sat Sep 27 02:29:38 GMT 2025","passed","Sat Sep 27 02:29:39 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Login exitoso con email y password válidos","249","loginExitoso","Reqres API Test Suite","Sat Sep 27 02:29:38 GMT 2025","passed","Sat Sep 27 02:29:38 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","117","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Sat Sep 27 02:29:40 GMT 2025","passed","Sat Sep 27 02:29:40 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Falla el registro cuando falta el password","251","registroFallidoSinPassword","Reqres API Test Suite","Sat Sep 27 02:29:39 GMT 2025","passed","Sat Sep 27 02:29:39 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Valida que la API responde 404 cuando el usuario no existe","390","Usuario no encontrado","Reqres API Test Suite","Sat Sep 27 02:29:40 GMT 2025","passed","Sat Sep 27 02:29:40 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"La misma petición GET /users/2 debe devolver la misma respuesta","181","GET idempotente","Reqres API Test Suite","Sat Sep 27 02:29:41 GMT 2025","passed","Sat Sep 27 02:29:41 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","749","Lista todos los usuarios de una pagina","Reqres API Test Suite","Sat Sep 27 02:29:37 GMT 2025","passed","Sat Sep 27 02:29:37 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","262","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Sep 27 02:29:39 GMT 2025","failed","Sat Sep 27 02:29:40 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Actualiza los datos de un usuario existente","405","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Sep 27 02:29:36 GMT 2025","passed","Sat Sep 27 02:29:37 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Registra un usuario correctamente","266","registroExitoso","Reqres API Test Suite","Sat Sep 27 02:29:39 GMT 2025","passed","Sat Sep 27 02:29:39 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","263","loginExitoso","Reqres API Test Suite","Sat Sep 27 02:29:38 GMT 2025","passed","Sat Sep 27 02:29:38 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que la API devuelve los datos correctos para un usuario existente","414","Obtiene un usuario existente por ID","Reqres API Test Suite","Sat Sep 27 02:29:37 GMT 2025","passed","Sat Sep 27 02:29:38 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","476","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Sat Sep 27 02:29:41 GMT 2025","failed","Sat Sep 27 02:29:41 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","206","Falla al crear un usuario sin body","Reqres API Test Suite","Sat Sep 27 02:29:40 GMT 2025","passed","Sat Sep 27 02:29:40 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Registra un usuario correctamente","229","registroExitoso","Reqres API Test Suite","Sat Sep 27 02:29:39 GMT 2025","passed","Sat Sep 27 02:29:39 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","409","Valida el schema del usuario por ID","Reqres API Test Suite","Sat Sep 27 02:29:40 GMT 2025","passed","Sat Sep 27 02:29:41 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Crea un usuario nuevo con nombre y trabajo","587","crearUsuario","Reqres API Test Suite","Sat Sep 27 02:29:36 GMT 2025","passed","Sat Sep 27 02:29:36 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
