"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","345","Valida el schema del usuario por ID","Reqres API Test Suite","Thu Oct 30 02:36:44 GMT 2025","passed","Thu Oct 30 02:36:44 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Login exitoso con email y password válidos","219","loginExitoso","Reqres API Test Suite","Thu Oct 30 02:36:43 GMT 2025","passed","Thu Oct 30 02:36:43 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","786","Lista todos los usuarios de una pagina","Reqres API Test Suite","Thu Oct 30 02:36:41 GMT 2025","passed","Thu Oct 30 02:36:42 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Registra un usuario correctamente","160","registroExitoso","Reqres API Test Suite","Thu Oct 30 02:36:43 GMT 2025","passed","Thu Oct 30 02:36:43 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"La misma petición GET /users/2 debe devolver la misma respuesta","113","GET idempotente","Reqres API Test Suite","Thu Oct 30 02:36:45 GMT 2025","passed","Thu Oct 30 02:36:45 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Login exitoso con email y password válidos","212","loginExitoso","Reqres API Test Suite","Thu Oct 30 02:36:42 GMT 2025","passed","Thu Oct 30 02:36:42 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","215","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Thu Oct 30 02:36:43 GMT 2025","failed","Thu Oct 30 02:36:44 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla esperada al intentar crear un usuario sin body","127","Falla al crear un usuario sin body","Reqres API Test Suite","Thu Oct 30 02:36:44 GMT 2025","passed","Thu Oct 30 02:36:44 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Valida que la API responde 404 cuando el usuario no existe","200","Usuario no encontrado","Reqres API Test Suite","Thu Oct 30 02:36:44 GMT 2025","passed","Thu Oct 30 02:36:44 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que la API devuelve los datos correctos para un usuario existente","96","Obtiene un usuario existente por ID","Reqres API Test Suite","Thu Oct 30 02:36:42 GMT 2025","passed","Thu Oct 30 02:36:42 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla el login cuando falta el password","140","loginFallidoSinPassword","Reqres API Test Suite","Thu Oct 30 02:36:43 GMT 2025","passed","Thu Oct 30 02:36:43 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Actualiza los datos de un usuario existente","226","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Thu Oct 30 02:36:41 GMT 2025","passed","Thu Oct 30 02:36:41 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Falla el registro cuando falta el password","132","registroFallidoSinPassword","Reqres API Test Suite","Thu Oct 30 02:36:43 GMT 2025","passed","Thu Oct 30 02:36:43 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Elimina un usuario existente","2396","borrarUsuario","Reqres API Test Suite","Thu Oct 30 02:36:38 GMT 2025","passed","Thu Oct 30 02:36:41 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Registra un usuario correctamente","147","registroExitoso","Reqres API Test Suite","Thu Oct 30 02:36:43 GMT 2025","passed","Thu Oct 30 02:36:43 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","74","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Thu Oct 30 02:36:44 GMT 2025","passed","Thu Oct 30 02:36:44 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Crea un usuario nuevo con nombre y trabajo","499","crearUsuario","Reqres API Test Suite","Thu Oct 30 02:36:41 GMT 2025","passed","Thu Oct 30 02:36:41 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","250","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Thu Oct 30 02:36:44 GMT 2025","failed","Thu Oct 30 02:36:45 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
