"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Crea un usuario nuevo con nombre y trabajo","558","crearUsuario","Reqres API Test Suite","Wed Sep 24 02:32:13 GMT 2025","passed","Wed Sep 24 02:32:14 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Actualiza los datos de un usuario existente","260","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Sep 24 02:32:14 GMT 2025","passed","Wed Sep 24 02:32:14 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","80","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Wed Sep 24 02:32:18 GMT 2025","passed","Wed Sep 24 02:32:18 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Falla el login cuando falta el password","169","loginFallidoSinPassword","Reqres API Test Suite","Wed Sep 24 02:32:16 GMT 2025","passed","Wed Sep 24 02:32:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Registra un usuario correctamente","210","registroExitoso","Reqres API Test Suite","Wed Sep 24 02:32:16 GMT 2025","passed","Wed Sep 24 02:32:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Falla el registro cuando falta el password","408","registroFallidoSinPassword","Reqres API Test Suite","Wed Sep 24 02:32:16 GMT 2025","passed","Wed Sep 24 02:32:17 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","429","Valida el schema del usuario por ID","Reqres API Test Suite","Wed Sep 24 02:32:18 GMT 2025","passed","Wed Sep 24 02:32:18 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Elimina un usuario existente","2483","borrarUsuario","Reqres API Test Suite","Wed Sep 24 02:32:11 GMT 2025","passed","Wed Sep 24 02:32:13 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","549","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Wed Sep 24 02:32:18 GMT 2025","failed","Wed Sep 24 02:32:19 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","231","Falla al crear un usuario sin body","Reqres API Test Suite","Wed Sep 24 02:32:17 GMT 2025","passed","Wed Sep 24 02:32:17 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Valida que la API responde 404 cuando el usuario no existe","313","Usuario no encontrado","Reqres API Test Suite","Wed Sep 24 02:32:17 GMT 2025","passed","Wed Sep 24 02:32:18 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","774","Lista todos los usuarios de una pagina","Reqres API Test Suite","Wed Sep 24 02:32:14 GMT 2025","passed","Wed Sep 24 02:32:15 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Login exitoso con email y password válidos","324","loginExitoso","Reqres API Test Suite","Wed Sep 24 02:32:15 GMT 2025","passed","Wed Sep 24 02:32:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que la API devuelve los datos correctos para un usuario existente","352","Obtiene un usuario existente por ID","Reqres API Test Suite","Wed Sep 24 02:32:15 GMT 2025","passed","Wed Sep 24 02:32:15 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","261","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Sep 24 02:32:17 GMT 2025","failed","Wed Sep 24 02:32:17 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Login exitoso con email y password válidos","249","loginExitoso","Reqres API Test Suite","Wed Sep 24 02:32:15 GMT 2025","passed","Wed Sep 24 02:32:15 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Registra un usuario correctamente","251","registroExitoso","Reqres API Test Suite","Wed Sep 24 02:32:16 GMT 2025","passed","Wed Sep 24 02:32:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"La misma petición GET /users/2 debe devolver la misma respuesta","160","GET idempotente","Reqres API Test Suite","Wed Sep 24 02:32:19 GMT 2025","passed","Wed Sep 24 02:32:19 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
