"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Registra un usuario correctamente","424","registroExitoso","Reqres API Test Suite","Tue Jul 29 17:53:34 GMT 2025","passed","Tue Jul 29 17:53:34 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","694","Valida el schema del usuario por ID","Reqres API Test Suite","Tue Jul 29 17:53:35 GMT 2025","passed","Tue Jul 29 17:53:36 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","260","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Jul 29 17:53:34 GMT 2025","failed","Tue Jul 29 17:53:35 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla el registro cuando falta el password","383","registroFallidoSinPassword","Reqres API Test Suite","Tue Jul 29 17:53:34 GMT 2025","passed","Tue Jul 29 17:53:34 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","858","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Tue Jul 29 17:53:36 GMT 2025","failed","Tue Jul 29 17:53:37 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Login exitoso con email y password válidos","423","loginExitoso","Reqres API Test Suite","Tue Jul 29 17:53:32 GMT 2025","passed","Tue Jul 29 17:53:32 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","114","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Tue Jul 29 17:53:35 GMT 2025","passed","Tue Jul 29 17:53:35 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","1217","Lista todos los usuarios de una pagina","Reqres API Test Suite","Tue Jul 29 17:53:31 GMT 2025","passed","Tue Jul 29 17:53:32 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Login exitoso con email y password válidos","408","loginExitoso","Reqres API Test Suite","Tue Jul 29 17:53:32 GMT 2025","passed","Tue Jul 29 17:53:33 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Valida que la API responde 404 cuando el usuario no existe","378","Usuario no encontrado","Reqres API Test Suite","Tue Jul 29 17:53:35 GMT 2025","passed","Tue Jul 29 17:53:35 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"La misma petición GET /users/2 debe devolver la misma respuesta","164","GET idempotente","Reqres API Test Suite","Tue Jul 29 17:53:37 GMT 2025","passed","Tue Jul 29 17:53:37 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Registra un usuario correctamente","297","registroExitoso","Reqres API Test Suite","Tue Jul 29 17:53:33 GMT 2025","passed","Tue Jul 29 17:53:34 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Elimina un usuario existente","2137","borrarUsuario","Reqres API Test Suite","Tue Jul 29 17:53:28 GMT 2025","passed","Tue Jul 29 17:53:30 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Verifica que la API devuelve los datos correctos para un usuario existente","272","Obtiene un usuario existente por ID","Reqres API Test Suite","Tue Jul 29 17:53:32 GMT 2025","passed","Tue Jul 29 17:53:32 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla esperada al intentar crear un usuario sin body","232","Falla al crear un usuario sin body","Reqres API Test Suite","Tue Jul 29 17:53:35 GMT 2025","failed","Tue Jul 29 17:53:35 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Falla el login cuando falta el password","362","loginFallidoSinPassword","Reqres API Test Suite","Tue Jul 29 17:53:33 GMT 2025","passed","Tue Jul 29 17:53:33 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
