"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Login exitoso con email y password válidos","136","loginExitoso","Reqres API Test Suite","Tue Sep 30 02:31:26 GMT 2025","passed","Tue Sep 30 02:31:26 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"La misma petición GET /users/2 debe devolver la misma respuesta","85","GET idempotente","Reqres API Test Suite","Tue Sep 30 02:31:28 GMT 2025","passed","Tue Sep 30 02:31:28 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","128","Falla al crear un usuario sin body","Reqres API Test Suite","Tue Sep 30 02:31:27 GMT 2025","passed","Tue Sep 30 02:31:27 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","328","Valida el schema del usuario por ID","Reqres API Test Suite","Tue Sep 30 02:31:27 GMT 2025","passed","Tue Sep 30 02:31:28 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","264","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Tue Sep 30 02:31:28 GMT 2025","failed","Tue Sep 30 02:31:28 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","229","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Sep 30 02:31:27 GMT 2025","failed","Tue Sep 30 02:31:27 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Registra un usuario correctamente","143","registroExitoso","Reqres API Test Suite","Tue Sep 30 02:31:26 GMT 2025","passed","Tue Sep 30 02:31:26 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","770","Lista todos los usuarios de una pagina","Reqres API Test Suite","Tue Sep 30 02:31:25 GMT 2025","passed","Tue Sep 30 02:31:26 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Registra un usuario correctamente","140","registroExitoso","Reqres API Test Suite","Tue Sep 30 02:31:26 GMT 2025","passed","Tue Sep 30 02:31:27 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la API responde 404 cuando el usuario no existe","202","Usuario no encontrado","Reqres API Test Suite","Tue Sep 30 02:31:27 GMT 2025","passed","Tue Sep 30 02:31:27 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Falla el login cuando falta el password","135","loginFallidoSinPassword","Reqres API Test Suite","Tue Sep 30 02:31:26 GMT 2025","passed","Tue Sep 30 02:31:26 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Verifica que la API devuelve los datos correctos para un usuario existente","77","Obtiene un usuario existente por ID","Reqres API Test Suite","Tue Sep 30 02:31:26 GMT 2025","passed","Tue Sep 30 02:31:26 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Elimina un usuario existente","2238","borrarUsuario","Reqres API Test Suite","Tue Sep 30 02:31:22 GMT 2025","passed","Tue Sep 30 02:31:24 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Login exitoso con email y password válidos","141","loginExitoso","Reqres API Test Suite","Tue Sep 30 02:31:26 GMT 2025","passed","Tue Sep 30 02:31:26 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Crea un usuario nuevo con nombre y trabajo","509","crearUsuario","Reqres API Test Suite","Tue Sep 30 02:31:24 GMT 2025","passed","Tue Sep 30 02:31:25 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","58","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Tue Sep 30 02:31:27 GMT 2025","passed","Tue Sep 30 02:31:27 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Actualiza los datos de un usuario existente","220","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Sep 30 02:31:25 GMT 2025","passed","Tue Sep 30 02:31:25 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Falla el registro cuando falta el password","208","registroFallidoSinPassword","Reqres API Test Suite","Tue Sep 30 02:31:27 GMT 2025","passed","Tue Sep 30 02:31:27 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
