"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Registra un usuario correctamente","146","registroExitoso","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","passed","Fri Sep 26 02:32:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","55","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Fri Sep 26 02:32:41 GMT 2025","passed","Fri Sep 26 02:32:41 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","228","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","failed","Fri Sep 26 02:32:40 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla el login cuando falta el password","141","loginFallidoSinPassword","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","passed","Fri Sep 26 02:32:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Verifica que la API devuelve los datos correctos para un usuario existente","80","Obtiene un usuario existente por ID","Reqres API Test Suite","Fri Sep 26 02:32:39 GMT 2025","passed","Fri Sep 26 02:32:39 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Valida que la API responde 404 cuando el usuario no existe","195","Usuario no encontrado","Reqres API Test Suite","Fri Sep 26 02:32:41 GMT 2025","passed","Fri Sep 26 02:32:41 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","291","Valida el schema del usuario por ID","Reqres API Test Suite","Fri Sep 26 02:32:41 GMT 2025","passed","Fri Sep 26 02:32:41 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Falla el registro cuando falta el password","130","registroFallidoSinPassword","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","passed","Fri Sep 26 02:32:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Login exitoso con email y password válidos","149","loginExitoso","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","passed","Fri Sep 26 02:32:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Falla esperada al intentar crear un usuario sin body","122","Falla al crear un usuario sin body","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","passed","Fri Sep 26 02:32:41 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Actualiza los datos de un usuario existente","218","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Fri Sep 26 02:32:38 GMT 2025","passed","Fri Sep 26 02:32:38 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","271","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Fri Sep 26 02:32:41 GMT 2025","failed","Fri Sep 26 02:32:41 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Registra un usuario correctamente","137","registroExitoso","Reqres API Test Suite","Fri Sep 26 02:32:40 GMT 2025","passed","Fri Sep 26 02:32:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","138","loginExitoso","Reqres API Test Suite","Fri Sep 26 02:32:39 GMT 2025","passed","Fri Sep 26 02:32:40 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","795","Lista todos los usuarios de una pagina","Reqres API Test Suite","Fri Sep 26 02:32:38 GMT 2025","passed","Fri Sep 26 02:32:39 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Crea un usuario nuevo con nombre y trabajo","518","crearUsuario","Reqres API Test Suite","Fri Sep 26 02:32:38 GMT 2025","passed","Fri Sep 26 02:32:38 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"La misma petición GET /users/2 debe devolver la misma respuesta","82","GET idempotente","Reqres API Test Suite","Fri Sep 26 02:32:41 GMT 2025","passed","Fri Sep 26 02:32:42 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Elimina un usuario existente","2255","borrarUsuario","Reqres API Test Suite","Fri Sep 26 02:32:35 GMT 2025","passed","Fri Sep 26 02:32:38 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
