"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Registra un usuario correctamente","151","registroExitoso","Reqres API Test Suite","Wed Oct 15 02:34:53 GMT 2025","passed","Wed Oct 15 02:34:53 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Registra un usuario correctamente","227","registroExitoso","Reqres API Test Suite","Wed Oct 15 02:34:53 GMT 2025","passed","Wed Oct 15 02:34:53 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","360","Valida el schema del usuario por ID","Reqres API Test Suite","Wed Oct 15 02:34:54 GMT 2025","passed","Wed Oct 15 02:34:54 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Crea un usuario nuevo con nombre y trabajo","541","crearUsuario","Reqres API Test Suite","Wed Oct 15 02:34:50 GMT 2025","passed","Wed Oct 15 02:34:51 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Valida que la API responde 404 cuando el usuario no existe","195","Usuario no encontrado","Reqres API Test Suite","Wed Oct 15 02:34:54 GMT 2025","passed","Wed Oct 15 02:34:54 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","776","Lista todos los usuarios de una pagina","Reqres API Test Suite","Wed Oct 15 02:34:51 GMT 2025","passed","Wed Oct 15 02:34:52 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","250","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Wed Oct 15 02:34:54 GMT 2025","failed","Wed Oct 15 02:34:55 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla el login cuando falta el password","209","loginFallidoSinPassword","Reqres API Test Suite","Wed Oct 15 02:34:52 GMT 2025","passed","Wed Oct 15 02:34:53 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Falla esperada al intentar crear un usuario sin body","201","Falla al crear un usuario sin body","Reqres API Test Suite","Wed Oct 15 02:34:53 GMT 2025","passed","Wed Oct 15 02:34:54 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Actualiza los datos de un usuario existente","223","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Oct 15 02:34:51 GMT 2025","passed","Wed Oct 15 02:34:51 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","225","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Oct 15 02:34:53 GMT 2025","failed","Wed Oct 15 02:34:53 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Elimina un usuario existente","2419","borrarUsuario","Reqres API Test Suite","Wed Oct 15 02:34:48 GMT 2025","passed","Wed Oct 15 02:34:50 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"La misma petición GET /users/2 debe devolver la misma respuesta","112","GET idempotente","Reqres API Test Suite","Wed Oct 15 02:34:55 GMT 2025","passed","Wed Oct 15 02:34:55 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","70","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Wed Oct 15 02:34:54 GMT 2025","passed","Wed Oct 15 02:34:54 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Login exitoso con email y password válidos","148","loginExitoso","Reqres API Test Suite","Wed Oct 15 02:34:52 GMT 2025","passed","Wed Oct 15 02:34:52 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que la API devuelve los datos correctos para un usuario existente","87","Obtiene un usuario existente por ID","Reqres API Test Suite","Wed Oct 15 02:34:52 GMT 2025","passed","Wed Oct 15 02:34:52 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla el registro cuando falta el password","218","registroFallidoSinPassword","Reqres API Test Suite","Wed Oct 15 02:34:53 GMT 2025","passed","Wed Oct 15 02:34:53 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Login exitoso con email y password válidos","137","loginExitoso","Reqres API Test Suite","Wed Oct 15 02:34:52 GMT 2025","passed","Wed Oct 15 02:34:52 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
