"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Elimina un usuario existente","2610","borrarUsuario","Reqres API Test Suite","Thu Aug 14 02:39:03 GMT 2025","passed","Thu Aug 14 02:39:05 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","369","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Thu Aug 14 02:39:09 GMT 2025","failed","Thu Aug 14 02:39:10 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Actualiza los datos de un usuario existente","226","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Thu Aug 14 02:39:06 GMT 2025","passed","Thu Aug 14 02:39:06 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Falla el login cuando falta el password","247","loginFallidoSinPassword","Reqres API Test Suite","Thu Aug 14 02:39:07 GMT 2025","passed","Thu Aug 14 02:39:08 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Falla el registro cuando falta el password","290","registroFallidoSinPassword","Reqres API Test Suite","Thu Aug 14 02:39:08 GMT 2025","passed","Thu Aug 14 02:39:08 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Falla esperada al intentar crear un usuario sin body","146","Falla al crear un usuario sin body","Reqres API Test Suite","Thu Aug 14 02:39:08 GMT 2025","failed","Thu Aug 14 02:39:09 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","395","Valida el schema del usuario por ID","Reqres API Test Suite","Thu Aug 14 02:39:09 GMT 2025","passed","Thu Aug 14 02:39:09 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Registra un usuario correctamente","239","registroExitoso","Reqres API Test Suite","Thu Aug 14 02:39:08 GMT 2025","passed","Thu Aug 14 02:39:08 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","172","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Thu Aug 14 02:39:08 GMT 2025","failed","Thu Aug 14 02:39:08 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"La misma petición GET /users/2 debe devolver la misma respuesta","158","GET idempotente","Reqres API Test Suite","Thu Aug 14 02:39:10 GMT 2025","passed","Thu Aug 14 02:39:10 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Valida que la API responde 404 cuando el usuario no existe","219","Usuario no encontrado","Reqres API Test Suite","Thu Aug 14 02:39:09 GMT 2025","passed","Thu Aug 14 02:39:09 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que la API devuelve los datos correctos para un usuario existente","131","Obtiene un usuario existente por ID","Reqres API Test Suite","Thu Aug 14 02:39:07 GMT 2025","passed","Thu Aug 14 02:39:07 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Registra un usuario correctamente","248","registroExitoso","Reqres API Test Suite","Thu Aug 14 02:39:08 GMT 2025","passed","Thu Aug 14 02:39:08 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","179","loginExitoso","Reqres API Test Suite","Thu Aug 14 02:39:07 GMT 2025","passed","Thu Aug 14 02:39:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Login exitoso con email y password válidos","155","loginExitoso","Reqres API Test Suite","Thu Aug 14 02:39:07 GMT 2025","passed","Thu Aug 14 02:39:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","723","Lista todos los usuarios de una pagina","Reqres API Test Suite","Thu Aug 14 02:39:06 GMT 2025","passed","Thu Aug 14 02:39:07 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Crea un usuario nuevo con nombre y trabajo","524","crearUsuario","Reqres API Test Suite","Thu Aug 14 02:39:05 GMT 2025","passed","Thu Aug 14 02:39:06 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","83","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Thu Aug 14 02:39:09 GMT 2025","passed","Thu Aug 14 02:39:09 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
