"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","1073","Lista todos los usuarios de una pagina","Reqres API Test Suite","Sat Aug 30 02:30:43 GMT 2025","passed","Sat Aug 30 02:30:44 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Registra un usuario correctamente","346","registroExitoso","Reqres API Test Suite","Sat Aug 30 02:30:45 GMT 2025","passed","Sat Aug 30 02:30:46 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","95","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Sat Aug 30 02:30:47 GMT 2025","passed","Sat Aug 30 02:30:47 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Actualiza los datos de un usuario existente","395","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Aug 30 02:30:42 GMT 2025","passed","Sat Aug 30 02:30:43 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Login exitoso con email y password válidos","358","loginExitoso","Reqres API Test Suite","Sat Aug 30 02:30:44 GMT 2025","passed","Sat Aug 30 02:30:45 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Elimina un usuario existente","2483","borrarUsuario","Reqres API Test Suite","Sat Aug 30 02:30:39 GMT 2025","passed","Sat Aug 30 02:30:41 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Login exitoso con email y password válidos","357","loginExitoso","Reqres API Test Suite","Sat Aug 30 02:30:45 GMT 2025","passed","Sat Aug 30 02:30:45 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","599","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Sat Aug 30 02:30:48 GMT 2025","failed","Sat Aug 30 02:30:49 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","252","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Aug 30 02:30:46 GMT 2025","failed","Sat Aug 30 02:30:47 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Verifica que la API devuelve los datos correctos para un usuario existente","387","Obtiene un usuario existente por ID","Reqres API Test Suite","Sat Aug 30 02:30:44 GMT 2025","passed","Sat Aug 30 02:30:44 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"La misma petición GET /users/2 debe devolver la misma respuesta","143","GET idempotente","Reqres API Test Suite","Sat Aug 30 02:30:49 GMT 2025","passed","Sat Aug 30 02:30:49 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","355","Falla al crear un usuario sin body","Reqres API Test Suite","Sat Aug 30 02:30:47 GMT 2025","passed","Sat Aug 30 02:30:47 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Falla el registro cuando falta el password","381","registroFallidoSinPassword","Reqres API Test Suite","Sat Aug 30 02:30:46 GMT 2025","passed","Sat Aug 30 02:30:46 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Valida que la API responde 404 cuando el usuario no existe","329","Usuario no encontrado","Reqres API Test Suite","Sat Aug 30 02:30:47 GMT 2025","passed","Sat Aug 30 02:30:47 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Falla el login cuando falta el password","407","loginFallidoSinPassword","Reqres API Test Suite","Sat Aug 30 02:30:45 GMT 2025","passed","Sat Aug 30 02:30:45 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Registra un usuario correctamente","222","registroExitoso","Reqres API Test Suite","Sat Aug 30 02:30:46 GMT 2025","passed","Sat Aug 30 02:30:46 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","658","Valida el schema del usuario por ID","Reqres API Test Suite","Sat Aug 30 02:30:47 GMT 2025","passed","Sat Aug 30 02:30:48 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Crea un usuario nuevo con nombre y trabajo","701","crearUsuario","Reqres API Test Suite","Sat Aug 30 02:30:42 GMT 2025","passed","Sat Aug 30 02:30:42 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
