"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Falla el login cuando falta el password","235","loginFallidoSinPassword","Reqres API Test Suite","Tue Aug 19 02:35:56 GMT 2025","passed","Tue Aug 19 02:35:56 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Login exitoso con email y password válidos","207","loginExitoso","Reqres API Test Suite","Tue Aug 19 02:35:55 GMT 2025","passed","Tue Aug 19 02:35:56 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Registra un usuario correctamente","207","registroExitoso","Reqres API Test Suite","Tue Aug 19 02:35:56 GMT 2025","passed","Tue Aug 19 02:35:57 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Falla el registro cuando falta el password","141","registroFallidoSinPassword","Reqres API Test Suite","Tue Aug 19 02:35:57 GMT 2025","passed","Tue Aug 19 02:35:57 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","441","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Tue Aug 19 02:35:58 GMT 2025","failed","Tue Aug 19 02:35:58 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","161","Falla al crear un usuario sin body","Reqres API Test Suite","Tue Aug 19 02:35:57 GMT 2025","failed","Tue Aug 19 02:35:57 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Verifica que la API devuelve los datos correctos para un usuario existente","301","Obtiene un usuario existente por ID","Reqres API Test Suite","Tue Aug 19 02:35:55 GMT 2025","passed","Tue Aug 19 02:35:55 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Registra un usuario correctamente","231","registroExitoso","Reqres API Test Suite","Tue Aug 19 02:35:56 GMT 2025","passed","Tue Aug 19 02:35:56 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","409","Valida el schema del usuario por ID","Reqres API Test Suite","Tue Aug 19 02:35:57 GMT 2025","passed","Tue Aug 19 02:35:58 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Crea un usuario nuevo con nombre y trabajo","491","crearUsuario","Reqres API Test Suite","Tue Aug 19 02:35:54 GMT 2025","passed","Tue Aug 19 02:35:54 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Valida que la API responde 404 cuando el usuario no existe","224","Usuario no encontrado","Reqres API Test Suite","Tue Aug 19 02:35:57 GMT 2025","passed","Tue Aug 19 02:35:57 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","722","Lista todos los usuarios de una pagina","Reqres API Test Suite","Tue Aug 19 02:35:54 GMT 2025","passed","Tue Aug 19 02:35:55 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"La misma petición GET /users/2 debe devolver la misma respuesta","149","GET idempotente","Reqres API Test Suite","Tue Aug 19 02:35:58 GMT 2025","passed","Tue Aug 19 02:35:58 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","109","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Tue Aug 19 02:35:57 GMT 2025","passed","Tue Aug 19 02:35:57 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Elimina un usuario existente","2559","borrarUsuario","Reqres API Test Suite","Tue Aug 19 02:35:51 GMT 2025","passed","Tue Aug 19 02:35:54 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Login exitoso con email y password válidos","144","loginExitoso","Reqres API Test Suite","Tue Aug 19 02:35:56 GMT 2025","passed","Tue Aug 19 02:35:56 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","158","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Aug 19 02:35:57 GMT 2025","failed","Tue Aug 19 02:35:57 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Actualiza los datos de un usuario existente","185","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Aug 19 02:35:54 GMT 2025","passed","Tue Aug 19 02:35:54 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
