"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"La misma petición GET /users/2 debe devolver la misma respuesta","77","GET idempotente","Reqres API Test Suite","Sat Aug 02 02:41:19 GMT 2025","passed","Sat Aug 02 02:41:19 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Registra un usuario correctamente","236","registroExitoso","Reqres API Test Suite","Sat Aug 02 02:41:16 GMT 2025","passed","Sat Aug 02 02:41:17 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","410","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Sat Aug 02 02:41:18 GMT 2025","failed","Sat Aug 02 02:41:19 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Falla esperada al intentar crear un usuario sin body","239","Falla al crear un usuario sin body","Reqres API Test Suite","Sat Aug 02 02:41:17 GMT 2025","failed","Sat Aug 02 02:41:17 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","686","Valida el schema del usuario por ID","Reqres API Test Suite","Sat Aug 02 02:41:18 GMT 2025","passed","Sat Aug 02 02:41:18 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Falla el registro cuando falta el password","143","registroFallidoSinPassword","Reqres API Test Suite","Sat Aug 02 02:41:17 GMT 2025","passed","Sat Aug 02 02:41:17 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Login exitoso con email y password válidos","231","loginExitoso","Reqres API Test Suite","Sat Aug 02 02:41:16 GMT 2025","passed","Sat Aug 02 02:41:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","66","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Sat Aug 02 02:41:18 GMT 2025","passed","Sat Aug 02 02:41:18 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","837","Lista todos los usuarios de una pagina","Reqres API Test Suite","Sat Aug 02 02:41:15 GMT 2025","passed","Sat Aug 02 02:41:16 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","209","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sat Aug 02 02:41:17 GMT 2025","failed","Sat Aug 02 02:41:17 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla el login cuando falta el password","210","loginFallidoSinPassword","Reqres API Test Suite","Sat Aug 02 02:41:16 GMT 2025","passed","Sat Aug 02 02:41:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Valida que la API responde 404 cuando el usuario no existe","220","Usuario no encontrado","Reqres API Test Suite","Sat Aug 02 02:41:17 GMT 2025","passed","Sat Aug 02 02:41:18 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que la API devuelve los datos correctos para un usuario existente","222","Obtiene un usuario existente por ID","Reqres API Test Suite","Sat Aug 02 02:41:16 GMT 2025","passed","Sat Aug 02 02:41:16 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Login exitoso con email y password válidos","214","loginExitoso","Reqres API Test Suite","Sat Aug 02 02:41:16 GMT 2025","passed","Sat Aug 02 02:41:16 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Registra un usuario correctamente","151","registroExitoso","Reqres API Test Suite","Sat Aug 02 02:41:17 GMT 2025","passed","Sat Aug 02 02:41:17 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Elimina un usuario existente","2138","borrarUsuario","Reqres API Test Suite","Sat Aug 02 02:41:12 GMT 2025","passed","Sat Aug 02 02:41:15 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
