"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Registra un usuario correctamente","216","registroExitoso","Reqres API Test Suite","Tue Oct 21 02:35:09 GMT 2025","passed","Tue Oct 21 02:35:10 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","211","loginExitoso","Reqres API Test Suite","Tue Oct 21 02:35:09 GMT 2025","passed","Tue Oct 21 02:35:09 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","783","Lista todos los usuarios de una pagina","Reqres API Test Suite","Tue Oct 21 02:35:08 GMT 2025","passed","Tue Oct 21 02:35:09 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","378","Valida el schema del usuario por ID","Reqres API Test Suite","Tue Oct 21 02:35:11 GMT 2025","passed","Tue Oct 21 02:35:11 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","216","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Oct 21 02:35:10 GMT 2025","failed","Tue Oct 21 02:35:10 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","69","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Tue Oct 21 02:35:10 GMT 2025","passed","Tue Oct 21 02:35:11 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Valida que la API responde 404 cuando el usuario no existe","199","Usuario no encontrado","Reqres API Test Suite","Tue Oct 21 02:35:10 GMT 2025","passed","Tue Oct 21 02:35:10 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","316","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Tue Oct 21 02:35:11 GMT 2025","failed","Tue Oct 21 02:35:11 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Login exitoso con email y password válidos","144","loginExitoso","Reqres API Test Suite","Tue Oct 21 02:35:09 GMT 2025","passed","Tue Oct 21 02:35:09 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Registra un usuario correctamente","139","registroExitoso","Reqres API Test Suite","Tue Oct 21 02:35:10 GMT 2025","passed","Tue Oct 21 02:35:10 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Elimina un usuario existente","2416","borrarUsuario","Reqres API Test Suite","Tue Oct 21 02:35:05 GMT 2025","passed","Tue Oct 21 02:35:07 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Falla el registro cuando falta el password","126","registroFallidoSinPassword","Reqres API Test Suite","Tue Oct 21 02:35:10 GMT 2025","passed","Tue Oct 21 02:35:10 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Crea un usuario nuevo con nombre y trabajo","595","crearUsuario","Reqres API Test Suite","Tue Oct 21 02:35:07 GMT 2025","passed","Tue Oct 21 02:35:08 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Falla esperada al intentar crear un usuario sin body","125","Falla al crear un usuario sin body","Reqres API Test Suite","Tue Oct 21 02:35:10 GMT 2025","passed","Tue Oct 21 02:35:10 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Falla el login cuando falta el password","132","loginFallidoSinPassword","Reqres API Test Suite","Tue Oct 21 02:35:09 GMT 2025","passed","Tue Oct 21 02:35:09 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"La misma petición GET /users/2 debe devolver la misma respuesta","104","GET idempotente","Reqres API Test Suite","Tue Oct 21 02:35:11 GMT 2025","passed","Tue Oct 21 02:35:11 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Actualiza los datos de un usuario existente","208","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Tue Oct 21 02:35:08 GMT 2025","passed","Tue Oct 21 02:35:08 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Verifica que la API devuelve los datos correctos para un usuario existente","82","Obtiene un usuario existente por ID","Reqres API Test Suite","Tue Oct 21 02:35:09 GMT 2025","passed","Tue Oct 21 02:35:09 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
