"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","235","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Mon Nov 03 02:38:37 GMT 2025","failed","Mon Nov 03 02:38:38 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla el login cuando falta el password","214","loginFallidoSinPassword","Reqres API Test Suite","Mon Nov 03 02:38:37 GMT 2025","passed","Mon Nov 03 02:38:37 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","89","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Mon Nov 03 02:38:38 GMT 2025","passed","Mon Nov 03 02:38:38 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Login exitoso con email y password válidos","224","loginExitoso","Reqres API Test Suite","Mon Nov 03 02:38:36 GMT 2025","passed","Mon Nov 03 02:38:36 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Actualiza los datos de un usuario existente","359","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Mon Nov 03 02:38:34 GMT 2025","passed","Mon Nov 03 02:38:35 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Registra un usuario correctamente","224","registroExitoso","Reqres API Test Suite","Mon Nov 03 02:38:37 GMT 2025","passed","Mon Nov 03 02:38:37 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Registra un usuario correctamente","213","registroExitoso","Reqres API Test Suite","Mon Nov 03 02:38:37 GMT 2025","passed","Mon Nov 03 02:38:37 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Elimina un usuario existente","2557","borrarUsuario","Reqres API Test Suite","Mon Nov 03 02:38:31 GMT 2025","passed","Mon Nov 03 02:38:34 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","373","Valida el schema del usuario por ID","Reqres API Test Suite","Mon Nov 03 02:38:38 GMT 2025","passed","Mon Nov 03 02:38:39 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","890","Lista todos los usuarios de una pagina","Reqres API Test Suite","Mon Nov 03 02:38:35 GMT 2025","passed","Mon Nov 03 02:38:36 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","392","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Mon Nov 03 02:38:39 GMT 2025","failed","Mon Nov 03 02:38:39 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"La misma petición GET /users/2 debe devolver la misma respuesta","126","GET idempotente","Reqres API Test Suite","Mon Nov 03 02:38:39 GMT 2025","passed","Mon Nov 03 02:38:39 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Falla el registro cuando falta el password","203","registroFallidoSinPassword","Reqres API Test Suite","Mon Nov 03 02:38:37 GMT 2025","passed","Mon Nov 03 02:38:37 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Valida que la API responde 404 cuando el usuario no existe","344","Usuario no encontrado","Reqres API Test Suite","Mon Nov 03 02:38:38 GMT 2025","passed","Mon Nov 03 02:38:38 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que la API devuelve los datos correctos para un usuario existente","374","Obtiene un usuario existente por ID","Reqres API Test Suite","Mon Nov 03 02:38:36 GMT 2025","passed","Mon Nov 03 02:38:36 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla esperada al intentar crear un usuario sin body","217","Falla al crear un usuario sin body","Reqres API Test Suite","Mon Nov 03 02:38:38 GMT 2025","passed","Mon Nov 03 02:38:38 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Crea un usuario nuevo con nombre y trabajo","570","crearUsuario","Reqres API Test Suite","Mon Nov 03 02:38:34 GMT 2025","passed","Mon Nov 03 02:38:34 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Login exitoso con email y password válidos","213","loginExitoso","Reqres API Test Suite","Mon Nov 03 02:38:36 GMT 2025","passed","Mon Nov 03 02:38:37 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
