"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","773","Lista todos los usuarios de una pagina","Reqres API Test Suite","Wed Sep 10 02:30:40 GMT 2025","passed","Wed Sep 10 02:30:40 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Valida que la API responde 404 cuando el usuario no existe","339","Usuario no encontrado","Reqres API Test Suite","Wed Sep 10 02:30:43 GMT 2025","passed","Wed Sep 10 02:30:43 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Crea un usuario nuevo con nombre y trabajo","663","crearUsuario","Reqres API Test Suite","Wed Sep 10 02:30:39 GMT 2025","passed","Wed Sep 10 02:30:39 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Login exitoso con email y password válidos","240","loginExitoso","Reqres API Test Suite","Wed Sep 10 02:30:41 GMT 2025","passed","Wed Sep 10 02:30:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Actualiza los datos de un usuario existente","347","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Sep 10 02:30:39 GMT 2025","passed","Wed Sep 10 02:30:40 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Falla el registro cuando falta el password","241","registroFallidoSinPassword","Reqres API Test Suite","Wed Sep 10 02:30:42 GMT 2025","passed","Wed Sep 10 02:30:42 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"La misma petición GET /users/2 debe devolver la misma respuesta","179","GET idempotente","Reqres API Test Suite","Wed Sep 10 02:30:45 GMT 2025","passed","Wed Sep 10 02:30:45 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Elimina un usuario existente","2271","borrarUsuario","Reqres API Test Suite","Wed Sep 10 02:30:36 GMT 2025","passed","Wed Sep 10 02:30:39 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Login exitoso con email y password válidos","246","loginExitoso","Reqres API Test Suite","Wed Sep 10 02:30:41 GMT 2025","passed","Wed Sep 10 02:30:41 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","118","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Wed Sep 10 02:30:43 GMT 2025","passed","Wed Sep 10 02:30:44 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","435","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Wed Sep 10 02:30:44 GMT 2025","failed","Wed Sep 10 02:30:45 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","517","Valida el schema del usuario por ID","Reqres API Test Suite","Wed Sep 10 02:30:44 GMT 2025","passed","Wed Sep 10 02:30:44 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Registra un usuario correctamente","283","registroExitoso","Reqres API Test Suite","Wed Sep 10 02:30:42 GMT 2025","passed","Wed Sep 10 02:30:42 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Falla el login cuando falta el password","236","loginFallidoSinPassword","Reqres API Test Suite","Wed Sep 10 02:30:41 GMT 2025","passed","Wed Sep 10 02:30:42 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","283","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Sep 10 02:30:42 GMT 2025","failed","Wed Sep 10 02:30:43 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Verifica que la API devuelve los datos correctos para un usuario existente","393","Obtiene un usuario existente por ID","Reqres API Test Suite","Wed Sep 10 02:30:40 GMT 2025","passed","Wed Sep 10 02:30:41 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Falla esperada al intentar crear un usuario sin body","423","Falla al crear un usuario sin body","Reqres API Test Suite","Wed Sep 10 02:30:43 GMT 2025","passed","Wed Sep 10 02:30:43 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Registra un usuario correctamente","247","registroExitoso","Reqres API Test Suite","Wed Sep 10 02:30:42 GMT 2025","passed","Wed Sep 10 02:30:42 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
