"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Falla esperada al intentar crear un usuario sin body","120","Falla al crear un usuario sin body","Reqres API Test Suite","Wed Oct 22 02:36:15 GMT 2025","passed","Wed Oct 22 02:36:15 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Login exitoso con email y password válidos","205","loginExitoso","Reqres API Test Suite","Wed Oct 22 02:36:14 GMT 2025","passed","Wed Oct 22 02:36:14 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Valida que la API responde 404 cuando el usuario no existe","189","Usuario no encontrado","Reqres API Test Suite","Wed Oct 22 02:36:15 GMT 2025","passed","Wed Oct 22 02:36:15 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"La misma petición GET /users/2 debe devolver la misma respuesta","98","GET idempotente","Reqres API Test Suite","Wed Oct 22 02:36:16 GMT 2025","passed","Wed Oct 22 02:36:16 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Crea un usuario nuevo con nombre y trabajo","532","crearUsuario","Reqres API Test Suite","Wed Oct 22 02:36:12 GMT 2025","passed","Wed Oct 22 02:36:13 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","299","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Wed Oct 22 02:36:16 GMT 2025","failed","Wed Oct 22 02:36:16 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Verifica que la API devuelve los datos correctos para un usuario existente","106","Obtiene un usuario existente por ID","Reqres API Test Suite","Wed Oct 22 02:36:14 GMT 2025","passed","Wed Oct 22 02:36:14 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","361","Valida el schema del usuario por ID","Reqres API Test Suite","Wed Oct 22 02:36:16 GMT 2025","passed","Wed Oct 22 02:36:16 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Elimina un usuario existente","2523","borrarUsuario","Reqres API Test Suite","Wed Oct 22 02:36:10 GMT 2025","passed","Wed Oct 22 02:36:12 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","669","Lista todos los usuarios de una pagina","Reqres API Test Suite","Wed Oct 22 02:36:13 GMT 2025","passed","Wed Oct 22 02:36:14 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","206","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Oct 22 02:36:15 GMT 2025","failed","Wed Oct 22 02:36:15 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Actualiza los datos de un usuario existente","229","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Wed Oct 22 02:36:13 GMT 2025","passed","Wed Oct 22 02:36:13 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Login exitoso con email y password válidos","197","loginExitoso","Reqres API Test Suite","Wed Oct 22 02:36:14 GMT 2025","passed","Wed Oct 22 02:36:14 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Registra un usuario correctamente","199","registroExitoso","Reqres API Test Suite","Wed Oct 22 02:36:14 GMT 2025","passed","Wed Oct 22 02:36:15 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Falla el login cuando falta el password","128","loginFallidoSinPassword","Reqres API Test Suite","Wed Oct 22 02:36:14 GMT 2025","passed","Wed Oct 22 02:36:14 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Falla el registro cuando falta el password","193","registroFallidoSinPassword","Reqres API Test Suite","Wed Oct 22 02:36:15 GMT 2025","passed","Wed Oct 22 02:36:15 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","77","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Wed Oct 22 02:36:15 GMT 2025","passed","Wed Oct 22 02:36:16 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Registra un usuario correctamente","150","registroExitoso","Reqres API Test Suite","Wed Oct 22 02:36:15 GMT 2025","passed","Wed Oct 22 02:36:15 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
