"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Falla esperada al intentar crear un usuario sin body","214","Falla al crear un usuario sin body","Reqres API Test Suite","Sun Aug 31 02:35:04 GMT 2025","passed","Sun Aug 31 02:35:04 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Registra un usuario correctamente","234","registroExitoso","Reqres API Test Suite","Sun Aug 31 02:35:03 GMT 2025","passed","Sun Aug 31 02:35:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","235","loginExitoso","Reqres API Test Suite","Sun Aug 31 02:35:03 GMT 2025","passed","Sun Aug 31 02:35:03 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Valida que la API responde 404 cuando el usuario no existe","194","Usuario no encontrado","Reqres API Test Suite","Sun Aug 31 02:35:04 GMT 2025","passed","Sun Aug 31 02:35:05 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Verifica que la API devuelve los datos correctos para un usuario existente","115","Obtiene un usuario existente por ID","Reqres API Test Suite","Sun Aug 31 02:35:03 GMT 2025","passed","Sun Aug 31 02:35:03 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Actualiza los datos de un usuario existente","221","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sun Aug 31 02:35:02 GMT 2025","passed","Sun Aug 31 02:35:02 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Elimina un usuario existente","2466","borrarUsuario","Reqres API Test Suite","Sun Aug 31 02:34:58 GMT 2025","passed","Sun Aug 31 02:35:01 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","348","Valida el schema del usuario por ID","Reqres API Test Suite","Sun Aug 31 02:35:05 GMT 2025","passed","Sun Aug 31 02:35:05 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Registra un usuario correctamente","220","registroExitoso","Reqres API Test Suite","Sun Aug 31 02:35:04 GMT 2025","passed","Sun Aug 31 02:35:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"La misma petición GET /users/2 debe devolver la misma respuesta","132","GET idempotente","Reqres API Test Suite","Sun Aug 31 02:35:06 GMT 2025","passed","Sun Aug 31 02:35:06 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Falla el registro cuando falta el password","223","registroFallidoSinPassword","Reqres API Test Suite","Sun Aug 31 02:35:04 GMT 2025","passed","Sun Aug 31 02:35:04 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","372","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Sun Aug 31 02:35:05 GMT 2025","failed","Sun Aug 31 02:35:06 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","120","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Sun Aug 31 02:35:05 GMT 2025","passed","Sun Aug 31 02:35:05 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Crea un usuario nuevo con nombre y trabajo","574","crearUsuario","Reqres API Test Suite","Sun Aug 31 02:35:01 GMT 2025","passed","Sun Aug 31 02:35:02 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","816","Lista todos los usuarios de una pagina","Reqres API Test Suite","Sun Aug 31 02:35:02 GMT 2025","passed","Sun Aug 31 02:35:03 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","240","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Sun Aug 31 02:35:04 GMT 2025","failed","Sun Aug 31 02:35:04 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla el login cuando falta el password","140","loginFallidoSinPassword","Reqres API Test Suite","Sun Aug 31 02:35:03 GMT 2025","passed","Sun Aug 31 02:35:03 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Login exitoso con email y password válidos","220","loginExitoso","Reqres API Test Suite","Sun Aug 31 02:35:03 GMT 2025","passed","Sun Aug 31 02:35:03 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
