"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifica que la API devuelve los datos correctos para un usuario existente","179","Obtiene un usuario existente por ID","Reqres API Test Suite","Mon Sep 08 02:35:19 GMT 2025","passed","Mon Sep 08 02:35:19 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Actualiza los datos de un usuario existente","245","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Mon Sep 08 02:35:17 GMT 2025","passed","Mon Sep 08 02:35:18 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","actualizarUsuario"
"Valida que la API responde 404 cuando el usuario no existe","221","Usuario no encontrado","Reqres API Test Suite","Mon Sep 08 02:35:21 GMT 2025","passed","Mon Sep 08 02:35:21 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Elimina un usuario existente","2411","borrarUsuario","Reqres API Test Suite","Mon Sep 08 02:35:14 GMT 2025","passed","Mon Sep 08 02:35:17 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Falla esperada al intentar crear un usuario sin body","230","Falla al crear un usuario sin body","Reqres API Test Suite","Mon Sep 08 02:35:20 GMT 2025","passed","Mon Sep 08 02:35:21 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","163","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Mon Sep 08 02:35:20 GMT 2025","failed","Mon Sep 08 02:35:20 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","923","Lista todos los usuarios de una pagina","Reqres API Test Suite","Mon Sep 08 02:35:18 GMT 2025","passed","Mon Sep 08 02:35:19 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","449","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Mon Sep 08 02:35:21 GMT 2025","failed","Mon Sep 08 02:35:22 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Login exitoso con email y password válidos","302","loginExitoso","Reqres API Test Suite","Mon Sep 08 02:35:19 GMT 2025","passed","Mon Sep 08 02:35:19 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Falla el login cuando falta el password","252","loginFallidoSinPassword","Reqres API Test Suite","Mon Sep 08 02:35:19 GMT 2025","passed","Mon Sep 08 02:35:19 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Crea un usuario nuevo con nombre y trabajo","563","crearUsuario","Reqres API Test Suite","Mon Sep 08 02:35:17 GMT 2025","passed","Mon Sep 08 02:35:17 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","crearUsuario"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","72","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Mon Sep 08 02:35:21 GMT 2025","passed","Mon Sep 08 02:35:21 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
"Falla el registro cuando falta el password","249","registroFallidoSinPassword","Reqres API Test Suite","Mon Sep 08 02:35:20 GMT 2025","passed","Mon Sep 08 02:35:20 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"La misma petición GET /users/2 debe devolver la misma respuesta","106","GET idempotente","Reqres API Test Suite","Mon Sep 08 02:35:22 GMT 2025","passed","Mon Sep 08 02:35:22 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Registra un usuario correctamente","265","registroExitoso","Reqres API Test Suite","Mon Sep 08 02:35:19 GMT 2025","passed","Mon Sep 08 02:35:20 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Login exitoso con email y password válidos","174","loginExitoso","Reqres API Test Suite","Mon Sep 08 02:35:19 GMT 2025","passed","Mon Sep 08 02:35:19 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","326","Valida el schema del usuario por ID","Reqres API Test Suite","Mon Sep 08 02:35:21 GMT 2025","passed","Mon Sep 08 02:35:21 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Registra un usuario correctamente","238","registroExitoso","Reqres API Test Suite","Mon Sep 08 02:35:20 GMT 2025","passed","Mon Sep 08 02:35:20 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
