"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Falla el registro cuando falta el password","142","registroFallidoSinPassword","Reqres API Test Suite","Thu Jul 31 02:46:07 GMT 2025","passed","Thu Jul 31 02:46:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroFallidoSinPassword"
"Verifica que la API devuelve los datos correctos para un usuario existente","77","Obtiene un usuario existente por ID","Reqres API Test Suite","Thu Jul 31 02:46:06 GMT 2025","passed","Thu Jul 31 02:46:06 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","obtenerUsuarioExistente"
"Registra un usuario correctamente","143","registroExitoso","Reqres API Test Suite","Thu Jul 31 02:46:07 GMT 2025","passed","Thu Jul 31 02:46:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Valida que la API responde 404 cuando el usuario no existe","213","Usuario no encontrado","Reqres API Test Suite","Thu Jul 31 02:46:08 GMT 2025","passed","Thu Jul 31 02:46:08 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","usuarioNoEncontrado"
"Login exitoso con email y password válidos","265","loginExitoso","Reqres API Test Suite","Thu Jul 31 02:46:06 GMT 2025","passed","Thu Jul 31 02:46:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"Elimina un usuario existente","2163","borrarUsuario","Reqres API Test Suite","Thu Jul 31 02:46:03 GMT 2025","passed","Thu Jul 31 02:46:05 GMT 2025","apitests.APITest","Pruebas Positivas","apitests.APITest","borrarUsuario"
"Verifica que el endpoint GET /users?page=2 responde con una lista de usuarios","910","Lista todos los usuarios de una pagina","Reqres API Test Suite","Thu Jul 31 02:46:05 GMT 2025","passed","Thu Jul 31 02:46:06 GMT 2025","apitests.UserRetrievalTest","Pruebas Positivas","apitests.UserRetrievalTest","listarUsuariosPaginaDos"
"Login exitoso con email y password válidos","150","loginExitoso","Reqres API Test Suite","Thu Jul 31 02:46:07 GMT 2025","passed","Thu Jul 31 02:46:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginExitoso"
"La misma petición GET /users/2 debe devolver la misma respuesta","112","GET idempotente","Reqres API Test Suite","Thu Jul 31 02:46:09 GMT 2025","passed","Thu Jul 31 02:46:09 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","getUsuarioEsIdempotente"
"Valida que la respuesta del endpoint GET /users/2 cumpla con el esquema JSON definido","585","Valida el schema del usuario por ID","Reqres API Test Suite","Thu Jul 31 02:46:08 GMT 2025","passed","Thu Jul 31 02:46:09 GMT 2025","apitests.SchemaValidationTest","Validacion de Esquemas","apitests.SchemaValidationTest","validarSchemaUsuarioPorId"
"Falla el login cuando falta el password","237","loginFallidoSinPassword","Reqres API Test Suite","Thu Jul 31 02:46:07 GMT 2025","passed","Thu Jul 31 02:46:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","loginFallidoSinPassword"
"Falla esperada al actualizar un usuario usando campos no válidos o mal nombrados","229","Falla al actualizar un usuario con campos inválidos","Reqres API Test Suite","Thu Jul 31 02:46:07 GMT 2025","failed","Thu Jul 31 02:46:08 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","actualizarUsuarioCamposInvalidos"
"Falla esperada al intentar crear un usuario sin body","216","Falla al crear un usuario sin body","Reqres API Test Suite","Thu Jul 31 02:46:08 GMT 2025","failed","Thu Jul 31 02:46:08 GMT 2025","apitests.NegativasTest","Pruebas Negativas","apitests.NegativasTest","crearUsuarioSinBody"
"Repetir DELETE /users/2 debe responder con status code 404 en la segunda vez","323","DELETE /users/{id} debería ser idempotente","Reqres API Test Suite","Thu Jul 31 02:46:09 GMT 2025","failed","Thu Jul 31 02:46:09 GMT 2025","apitests.IdempotencyTest","Pruebas Idempotencia","apitests.IdempotencyTest","deleteUsuarioEsIdempotente"
"Registra un usuario correctamente","138","registroExitoso","Reqres API Test Suite","Thu Jul 31 02:46:07 GMT 2025","passed","Thu Jul 31 02:46:07 GMT 2025","apitests.AuthTest","Pruebas Auth","apitests.AuthTest","registroExitoso"
"Verifica que el endpoint GET /users?page=2 responda en menos de 2 segundos","60","Verifica que la respuesta sea menor a 2 segundos","Reqres API Test Suite","Thu Jul 31 02:46:08 GMT 2025","passed","Thu Jul 31 02:46:08 GMT 2025","apitests.PerformanceTest","Pruebas de Performance","apitests.PerformanceTest","respuestaRapida"
